目标院校,学院,目标院校可申请专业,院校背景要求,专业背景要求,GPA要求 四分制或百分制,语言要求,实习实践（背景提升）要求,实习实践（背景提升）要求-中文,作品集要求
卡内基梅隆大学Carnegie Mellon University,Integrated Innovation Institute综合创新研究院,Master of Integrated Innovation for Products and Services产品与服务综合创新,无名单限制,接受跨专业,官网要求GPA不低于3.5,TOEFL 95/23 IELTS 6.5,无特殊要求，但建议有交互设计实习实践经历,无特殊要求，但建议有交互设计实习实践经历,3-6个项目
卡内基梅隆大学Carnegie Mellon University,Human-Computer Interaction Institute人机交互研究院,Master of Human-Computer Interaction人机交互,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 25each IELTS 8.5/8.0,无特殊要求，但建议有交互设计实习实践经历,无特殊要求，但建议有交互设计实习实践经历,不限项目数
卡内基梅隆大学Carnegie Mellon University,Human-Computer Interaction Institute and the Department of Psychology人机教育研究院与心理学系,Master of Educational Technology and Applied Learning Science教育技术与应用学习科学,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 25each IELTS RLSW 7.0/7.0/7.5/6.5,无特殊要求，但建议有交互设计实习实践经历,无特殊要求，但建议有交互设计实习实践经历,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Fine Arts艺术学院,Master of Arts Management艺术管理,无名单限制,无专业限制，建议满足基本定量技能要求,官网无要求，建议达到3.5+,托福 100（小分25+） 雅思 7.0（小分7+） 建议提交GRE,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,写作样本700-1100字
卡内基梅隆大学Carnegie Mellon University,School of Drama戏剧学院,MFA Costume Design戏服设计,无名单限制,无专业限制,官网无要求，建议达到3.7+,TOEFL 总分100 单项 25，IELTS 总分7单项7，多邻国130（115 120 125 110）,申请者应具有戏剧方面的经验，并具有一定的艺术和设计背景，分析和讨论剧本的能力,申请者应具有戏剧方面的经验，并具有一定的艺术和设计背景，分析和讨论剧本的能力,不限制项目数量
卡内基梅隆大学Carnegie Mellon University,School of Drama戏剧学院,MFA Costume Production戏服制作,无名单限制,无专业限制,官网无要求，建议达到3.7+,TOEFL 总分100 单项 25，IELTS 总分7单项7，多邻国130（115 120 125 110）,申请者应具有戏剧方面的经验，并具有一定的艺术和设计背景，分析和讨论剧本的能力,申请者应具有戏剧方面的经验，并具有一定的艺术和设计背景，分析和讨论剧本的能力,不限制项目数量
卡内基梅隆大学Carnegie Mellon University,School of Drama戏剧学院,MFA Scenic Design舞台设计,无名单限制,接受跨专业,官网无明确要求，建议GPA不低于3.8,TOEFL 总分100 单项 25，IELTS 总分7单项7，多邻国130（115 120 125 110）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,"A Joint Program of the Department of English and the Department of Languages, Cultures & Applied Linguistics英语系，语言系、文化与应用语言学系联合项目",Masters of Global Communication & Applied Translation全球传播与应用翻译,无名单限制,接受跨专业,官网要求3.0，建议不低于3.5,TOEFL 102 IELTS 7.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,两份学术写作样本
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Master of Advanced Architectural Design (MAAD)高级建筑设计-25F暂停招生,无名单限制,持有专业建筑学学士学位 (B.Arch.) 或专业建筑学硕士学位 (M.Arch.) 的学生可以被录取为专业 MAAD 项目的候选人。,官网无要求，建议GPA不低于3.5,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 95）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Master of Architecture建筑学,无名单限制,拥有国际大学颁发的建筑学专业学士学位（BA/BS in Architecture）或专业建筑学学士学位（B.Arch）的学生,官网无要求，建议GPA不低于3.6,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 96）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Computational Design计算机设计,无名单限制,接受跨专业，更欢迎技术、创意和/或批判背景的学生,官网无要求，建议GPA不低于3.7,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 97）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Master of Science in Sustainable Design可持续设计,无名单限制,MSSD 项目欢迎面向设计、研究和实践的候选人申请，其背景涉及建筑、城市设计、工程、景观建筑、计算机科学、材料科学、工业设计、跨学科研究、生物技术、产品设计、计算机设计、人文和规划等领域。,官网无要求，建议GPA不低于3.8,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 98）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Master of Urban Design城市设计,无名单限制,"入学学生必须至少拥有建筑、景观建筑或城市规划工作室课程的学士学位（B.Arch, B.L.Arch, BA/BS Architecture, BA/BS Landscape Architecture 或 BA/BS Planning）",官网无要求，建议GPA不低于3.9,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 99）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
卡内基梅隆大学Carnegie Mellon University,School of Architecture建筑学院,Building Performance & Diagnostics建筑性能与分析,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.10,TOEFL 100/22，雅思7.0/6.5，多邻国105（105 115 90 100）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集，需提供作品样例
卡内基梅隆大学Carnegie Mellon University,School of Information Systemts & Management信息系统与管理学院,Entertainment Industry Management (MEIM)娱乐产业管理,无名单限制,无专业限制,官网无要求，建议达到3.5+,TOEFL 100/22（建议25），雅思7.0/6.5（建议7.0），多邻国120（120 125 90 105）建议130（130 135 100 115）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集
卡内基梅隆大学Carnegie Mellon University,School of Computer Science and Tepper School of Business计算机科学学院与商学院,Master of Science in Product Management产品管理,无名单限制,学生必须持有经认可机构颁发的四年制本科学位或同等学历，并精通以下领域：包括微积分和线性代数在内的普通数学、基本统计概念和方法、任何现代语言的基本编程,官网无要求，建议达到3.7+,TOEFL 100/25，雅思7.0/7.0），多邻国120，需提交GRE或写材料证明本科相关成绩与资质满足豁免条件,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不要求作品集，需要2分钟介绍视频
卡内基梅隆大学Carnegie Mellon University,School of Drama戏剧学院,Stage & Production Management舞台与制作管理-25F暂停招生,无名单限制,接受跨专业,官网无要求，建议达到3.7+,TOEFL 总分100 单项 25，IELTS 总分7单项7，多邻国130（115 120 125 110）,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,作品集包含舞台管理内容
卡内基梅隆大学Carnegie Mellon University,School of Drama戏剧学院,Video & Media Design视频与媒体设计,无名单限制,接受跨专业,官网无要求，建议达到3.7+,TOEFL 总分100 单项 25，IELTS 总分7单项7，多邻国130（115 120 125 111）,有戏剧经验，并具备一定的艺术和设计背景。具备分析和讨论剧本的能力很重要，面试时会进行考察。,有戏剧经验，并具备一定的艺术和设计背景。具备分析和讨论剧本的能力很重要，面试时会进行考察。,作品集需要包含设计与视频案例
耶鲁大学Yale University,School of Art艺术学院,MFA Graphic Design平面设计,无名单限制,接受跨专业,官网无要求，建议GPA接近满绩,TOEFL 100（L/S28） IELTS 7.0,个人陈述中需要涉及兴趣、当前工作方向、生活经历等,个人陈述中需要涉及兴趣、当前工作方向、生活经历等,不限项目数
耶鲁大学Yale University,School of Art艺术学院,MFA Fine Art纯艺术,无名单限制,接受跨专业,官网无要求，建议GPA近于满分,TOEFL 100（S/L28） IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
耶鲁大学Yale University,School of Architecture建筑学院,Master of Architecture I Professional Degree Program建筑学,无名单限制,1.适合持有本科文科学位（例如 BA 或 BS）并寻求第一个专业建筑学位的学生。 2.已经拥有建筑学专业学位（建筑学学士或同等第一专业学位）,官网无明确要求，建议GPA高于3.5,TOEFL 100,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
耶鲁大学Yale University,School of Architecture建筑学院,Master of Architecture II Post-Professional Design Research建筑学-设计研究,无名单限制,1.适合持有本科文科学位（例如 BA 或 BS）并寻求第一个专业建筑学位的学生。 2.已经拥有建筑学专业学位（建筑学学士或同等第一专业学位）,官网无明确要求，建议GPA高于3.6,TOEFL 101,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
耶鲁大学Yale University,School of Architecture建筑学院,Master of Environmental Design环境设计,无名单限制,1.适合持有本科文科学位（例如 BA 或 BS）并寻求第一个专业建筑学位的学生。 2.已经拥有建筑学专业学位（建筑学学士或同等第一专业学位）,官网无明确要求，建议GPA高于3.6,TOEFL 101,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
耶鲁大学Yale University,School of Art艺术学院,MFA Photography摄影,无名单限制,无专业限制,官网无要求，建议达到3.8+,TOEFL 100（口语听力不低于28） IELTS 7.0 DET 120,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
耶鲁大学Yale University,David Geffen School of Drama戏剧学院,MFA Design in Costume Design戏服设计,无名单限制,无专业限制,官网无要求，建议接近满绩,TOEFL建议100+ 不接受雅思,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,不限制项目数量
耶鲁大学Yale University,David Geffen School of Drama戏剧学院,MFA Design in Set Design舞台设计,无名单限制,无专业限制,官网无要求，建议接近满绩,TOEFL建议100+ 不接受雅思,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,不限制项目数量
耶鲁大学Yale University,David Geffen School of Drama戏剧学院,MFA in Stage Management舞台管理,无名单限制,接受跨专业,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(流利) 不接受IELTS,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
耶鲁大学Yale University,David Geffen School of Drama戏剧学院,MFA in Technical Design and Production技术设计与美工,无名单限制,接受跨专业,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(流利) 不接受IELTS,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
耶鲁大学Yale University,David Geffen School of Drama 戏剧学院,MFA Directing导演专业,无名单限制,接受跨专业,建议3.8+,TOEFL 110 IELTS 8,2年以上工作经验，两年或两年以上的专业导演经验的申请人才会被考虑,2年以上工作经验，两年或两年以上的专业导演经验的申请人才会被考虑,不限项目数量
哥伦比亚大学Columbia University,Teachers College教育学院,MA Design and Development of Digital Games数字游戏与开发,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.5,TOEFL 100 IELTS 7.0,您的简历应该是一份标准的专业简历一按时间顺序列出您的就业史、教育史、学术努力和其他重要活动。,您的简历应该是一份标准的专业简历一按时间顺序列出您的就业史、教育史、学术努力和其他重要活动。,不限项目数
哥伦比亚大学Columbia University,School of Arts艺术学院,MFA in Visual Arts视觉艺术,无名单限制,官网无要求,官网无要求，建议GPA不低于3.5,TOEFL 100+ IELTS 7.5+ DET 125+,无特殊要求，但建议有实习实践经历，在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,无特殊要求，但建议有实习实践经历,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",Master of Architecture建筑学,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",M.S Computational Design Practice 计算设计实践,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",MS Advanced Architectural Design高级建筑设计,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院","The Masters of Science in Critical, Curatorial, and Conceptual Practices建筑批判、策展和概念实践理学硕士",无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",MS Advanced Architecture and Urban Design高级建筑和城市设计,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",The Master of Science in Urban Planning城市规划理学硕士,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,"Graduate School of Architecture, Planning and Preservation建筑、规划与保护研究生院",The M.S. in Historic Preservation历史保护计划课程的M.S.,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA接近于满绩,TOEFL 100+(25+)  IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
哥伦比亚大学Columbia University,Teacher's College教育学院,Master of Arts in Instructional Technology & Media教学技术与媒体,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.8,TOEFL 100 IELTS 7.0,无特殊要求，但建议有交互设计实习实践经历； 实习实践类推荐信必须用推荐人公司邮箱发送,无特殊要求，但建议有交互设计实习实践经历； 实习实践类推荐信必须用推荐人公司邮箱发送,不限项目数
哥伦比亚大学Columbia University,Teacher's College教育学院,MA Art Administration艺术管理,无名单限制,无专业限制,官网无要求，建议达到3.7+,托福 100 雅思 7.0,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣，包括接受过的艺术培训或者志愿者活动,未强制要求作品集，设计背景学生提交作品集提升竞争力
哥伦比亚大学Columbia University,Teachers College教育学院,M.A. in Studio Practice for Art Educators (Hybrid)艺术教育者工作室实践学硕士（混合）,无名单限制,必须拥有视觉艺术学位（学士学位或研究生学位）和/或积极的艺术实践。,官网无要求，建议达到3.5+,托福 100 雅思 7.0,在审查目的声明时，招生委员会仔细考虑申请人将自己的背景和经验与师范学院和艺术教育者工作室实践（混合）的M.A.的目标联系起来的能力。,,10-20个个人艺术品的例子
哥伦比亚大学Columbia University,Teachers College教育学院,Master of Education(Art Pedagogy/Creative Technologies/Community Arts),无名单限制,必须拥有艺术教育或相关领域的硕士学位，或同等的专业经验,官网无要求，建议达到3.5+,托福 100 雅思 7.0,需要写作样本,,
哥伦比亚大学Columbia University,Art History&Archaeology艺术、历史与人类学,MA in Modern and Contemporary Art Critical and Curatorial Studies当代艺术批评与策展研究,无名单限制,无专业限制，艺术史或密切相关的研究，至少四门课程（例如考古学、建筑师、艺术史人类学，视觉研究，电影研究，媒体研究等）,官网无要求，建议达到3.5+,托福 100 雅思 7.5,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,在文书中展示对申请专业的相关背景、学术能力、实践经历及强烈兴趣,写作样本10-15页
哥伦比亚大学Columbia University,School of the Arts艺术学院,MFA in Film 电影专业,无名单限制,接受跨专业,建议3.8+,"TOEFL 100, IELTS 7.5",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,· 命题剧本创作 · 10页内自创编剧作品 · 30分钟以内视频作品【可选交】 · 2分钟命题影视作品【可选交】
哥伦比亚大学Columbia University,School of the Arts艺术学院,Film and Media Studies电影和媒体研究,无名单限制,接受跨专业,建议3.8+,"TOEFL 100, IELTS 7.5",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,· 命题剧本创作 · 10页内自创编剧作品 · 30分钟以内视频作品【可选交】 · 2分钟命题影视作品【可选交】
哥伦比亚大学Columbia University,School of the Arts艺术学院,MFA Threatre(Dramaturgy/Stage Management)戏剧(戏剧/舞台管理),无名单限制,接受跨专业,建议3.8+,"TOEFL 100, IELTS 7.5",无特殊要求，建议有相关的商业实习经验,无特殊要求，建议有相关的商业实习经验,(戏剧)两（2）个写作样本，每个样本5到15页。这两部作品在某种程度上一定是关于剧院的。这两件作品中的第一件必须是学术/分析作品。第二个可能是从任何语言翻译成英语、评论、戏剧文章、个人反思文章或其他创造性的写作。(舞台管理)戏剧、音乐剧、歌剧、音乐会、体验式娱乐和/或您担任舞台经理或助理舞台经理的公司活动的制作材料：所有这些都可以接受您的申请。这些材料必须由您创建，并展示在舞台管理方法方面对普遍接受的“最佳实践”的深刻了解。仅接受电子提交。请尝试至少包括以下每个示例：调用脚本页面、轮班图、阻挡或舞蹈符号、道具和服装跟踪表、制作日历、每日排练时间表以及突出您的领导和沟通技巧的电子邮件或备忘录。您实际工作的视频和/或音频剪辑也将被接受。我们将尽一切努力满足残疾的合格申请人（例如心理健康、学习、慢性健康、身体、听力、视力、神经系统等）
哥伦比亚大学Columbia University,Columbia University Schoolof Professional Studies专业研究生院,M.S. in Strategic Communication战略传播,无名单限制,接受跨专业,官网要求3.0，建议不低于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,命题文书+1分钟自我介绍视频
宾夕法尼亚大学University of Pennsylvania,School of Engineering and Applied Science工程与运用科学学院,MSE in Computer Graphics and Game Technology计算机图形学与游戏技术,无名单限制,1、计算机科学或工程本科背景，或者在四年大学有过至少两年的计算机科学和/或工程本科课程学习经历； 2、无相关背景申请者，入学后需要先完成1年的计算机和信息技术硕士（MCIT）课程，再进入本专业硕士课程学习,官网无要求，建议GPA不低于3.5,TOEFL 90（20) IELTS 7.0（6.5）,我们希望从您的简历中了解您的工作技能、专业经验的深度、您的领导经验等。,我们希望从您的简历中了解您的工作技能、专业经验的深度、您的领导经验等。,不限项目数
宾夕法尼亚大学University of Pennsylvania,Weitzman School of Design设计学院,MFA Fine Art纯艺术,无名单限制,接受跨专业,官网无要求，建议GPA不低于3.7,TOEFL 100+ IELTS 7.0+,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数量
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of Architecture建筑学,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA高于3.5,TOEFL 100 (小分 25) IELTS 7.0 (小分 7) DET 135,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Advanced Architectural Design (MSD-AAD)高级建筑设计,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA高于3.6,TOEFL 100 (小分 25) IELTS 7.0 (小分 7) DET 136,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Robotics and Autonomous Systems (MSD-RAS)机器人与自主系统,无名单限制,已经拥有建筑学学士学位或建筑硕士学位 有建筑学士学位2年 没有的3年,官网无明确要求，建议GPA高于3.7,TOEFL 100 (小分 25) IELTS 7.0 (小分 7) DET 137,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of Landscape Architecture景观建筑,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0 PTE 68,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,不限项目数
宾夕法尼亚大学University of Pennsylvania,School of Engineering and Applied Science工程与应用科学学院,Master of Integrated Product Design综合产品设计,无名单限制,本科学习工程、商科或设计的学生可申请M:IPD；申请MSE:IPD(Master of Science in Engineering in Integrated Product Design)需要本科有工程背景,官网无要求，建议GPA不低于3.6,TOEFL 100 IELTS 7.5,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容,不限项目数
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of City Planning in concentration with Urban Design城市规划-城市设计方向,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of City Planning in concentration with Smart Cities城市规划-智慧城市,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,"Master of City Planning in concentration with Housing, Community and Economic Development (HCED)城市规划-住宅、社区与经济发展",无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
宾夕法尼亚大学University of Pennsylvania,Stuart Weitzman School of Design设计学院,Master of City Planning in concentration with Land Use-Environmental Planning (LU-EP)城市规划-土地使用-环境规划,无名单限制,可跨专业申请,官网无明确要求，建议GPA高于3.5,TOEFL 100 IELTS 7.0,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,在简历中罗列相关的实习经历、科研经历、出版物经历、个人荣誉、社区经历、领导力经历等内容； 其中一封推荐信必须来自Professional work的办公室,鼓励作品集提交
